orderid,productid,unitprice,quantity,discount,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productname,supplierid,categoryid,quantityperunit,unitsinstock,unitsonorder,reorderlevel,discontinued,categoryname,description,picture,ca,order_month,order_year
10621,71,21.5,15,0.0,ISLAT,4,1997-08-05,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,,Flotemysost,15,4,10 - 500 g pkgs.,26,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,322.5,1997-08,1997
10622,2,19.0,20,0.0,RICAR,4,1997-08-06,1997-09-03 00:00:00.000,1997-08-11 00:00:00.000,3,50.97,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,380.0,1997-08,1997
10622,68,12.5,18,0.2,RICAR,4,1997-08-06,1997-09-03 00:00:00.000,1997-08-11 00:00:00.000,3,50.97,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,,Scottish Longbreads,8,3,10 boxes x 8 pieces,6,10,15,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,180.0,1997-08,1997
10623,14,23.25,21,0.0,FRANK,8,1997-08-07,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Tofu,6,7,40 - 100 g pkgs.,35,0,0,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,488.25,1997-08,1997
10623,19,9.2,15,0.1,FRANK,8,1997-08-07,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,25,0,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,124.2,1997-08,1997
10623,21,10.0,25,0.1,FRANK,8,1997-08-07,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,3,40,5,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,225.0,1997-08,1997
10623,24,4.5,3,0.0,FRANK,8,1997-08-07,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Guaraná Fantástica,10,1,12 - 355 ml cans,20,0,0,1,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,13.5,1997-08,1997
10623,35,18.0,30,0.1,FRANK,8,1997-08-07,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Steeleye Stout,16,1,24 - 12 oz bottles,20,0,15,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,486.0,1997-08,1997
10624,28,45.6,10,0.0,THECR,4,1997-08-07,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,The Cracker Box,Liu Wong,Marketing Assistant,55 Grizzly Peak Rd.,Butte,MT,59801,USA,(406) 555-5834,(406) 555-8083,Rössle Sauerkraut,12,7,25 - 825 g cans,26,0,0,1,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,456.0,1997-08,1997
10624,29,123.79,6,0.0,THECR,4,1997-08-07,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,The Cracker Box,Liu Wong,Marketing Assistant,55 Grizzly Peak Rd.,Butte,MT,59801,USA,(406) 555-5834,(406) 555-8083,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,742.74,1997-08,1997
10624,44,19.45,10,0.0,THECR,4,1997-08-07,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,The Cracker Box,Liu Wong,Marketing Assistant,55 Grizzly Peak Rd.,Butte,MT,59801,USA,(406) 555-5834,(406) 555-8083,Gula Malacca,20,2,20 - 2 kg bags,27,0,15,0,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,194.5,1997-08,1997
10625,14,23.25,3,0.0,ANATR,3,1997-08-08,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,Tofu,6,7,40 - 100 g pkgs.,35,0,0,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,69.75,1997-08,1997
10625,42,14.0,5,0.0,ANATR,3,1997-08-08,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,26,0,0,1,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,70.0,1997-08,1997
10625,60,34.0,10,0.0,ANATR,3,1997-08-08,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745,Camembert Pierrot,28,4,15 - 300 g rounds,19,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,340.0,1997-08,1997
10626,53,32.8,12,0.0,BERGS,1,1997-08-11,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,Perth Pasties,24,6,48 pieces,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,393.59999999999997,1997-08,1997
10626,60,34.0,20,0.0,BERGS,1,1997-08-11,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,Camembert Pierrot,28,4,15 - 300 g rounds,19,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,680.0,1997-08,1997
10626,71,21.5,20,0.0,BERGS,1,1997-08-11,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67,Flotemysost,15,4,10 - 500 g pkgs.,26,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,430.0,1997-08,1997
10627,62,49.3,15,0.0,SAVEA,8,1997-08-11,1997-09-22 00:00:00.000,1997-08-21 00:00:00.000,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Tarte au sucre,29,3,48 pies,17,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,739.5,1997-08,1997
10627,73,15.0,35,0.15,SAVEA,8,1997-08-11,1997-09-22 00:00:00.000,1997-08-21 00:00:00.000,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,Röd Kaviar,17,8,24 - 150 g jars,101,0,5,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,446.25,1997-08,1997
10628,1,18.0,25,0.0,BLONP,4,1997-08-12,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,30.36,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,24 place Kléber,Strasbourg,,67000,France,88.60.15.31,88.60.15.32,Chai,1,1,10 boxes x 20 bags,39,0,10,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,450.0,1997-08,1997
10629,29,123.79,20,0.0,GODOS,4,1997-08-12,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,85.46,Godos Cocina Típica,C/ Romero 33,Sevilla,,41101,Spain,Godos Cocina Típica,José Pedro Freyre,Sales Manager,C/ Romero 33,Sevilla,,41101,Spain,(95) 555 82 82,,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,2475.8,1997-08,1997
10629,64,33.25,9,0.0,GODOS,4,1997-08-12,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,3,85.46,Godos Cocina Típica,C/ Romero 33,Sevilla,,41101,Spain,Godos Cocina Típica,José Pedro Freyre,Sales Manager,C/ Romero 33,Sevilla,,41101,Spain,(95) 555 82 82,,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,22,80,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,299.25,1997-08,1997
10630,55,24.0,12,0.05,KOENE,1,1997-08-13,1997-09-10 00:00:00.000,1997-08-19 00:00:00.000,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,Pâté chinois,25,6,24 boxes x 2 pies,115,0,20,0,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,273.59999999999997,1997-08,1997
10630,76,18.0,35,0.0,KOENE,1,1997-08-13,1997-09-10 00:00:00.000,1997-08-19 00:00:00.000,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,Lakkalikööri,23,1,500 ml,57,0,20,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,630.0,1997-08,1997
10631,75,7.75,8,0.1,LAMAI,8,1997-08-14,1997-09-11 00:00:00.000,1997-08-15 00:00:00.000,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,125,0,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,55.800000000000004,1997-08,1997
10632,2,19.0,30,0.05,WANDK,8,1997-08-14,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,541.5,1997-08,1997
10632,33,2.5,20,0.05,WANDK,8,1997-08-14,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,47.5,1997-08,1997
10633,12,38.0,36,0.15,ERNSH,7,1997-08-15,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,86,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,1162.8,1997-08,1997
10633,13,6.0,13,0.15,ERNSH,7,1997-08-15,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Konbu,6,8,2 kg box,24,0,5,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,66.3,1997-08,1997
10633,26,31.23,35,0.15,ERNSH,7,1997-08-15,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Gumbär Gummibärchen,11,3,100 - 250 g bags,15,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,929.0925,1997-08,1997
10633,62,49.3,80,0.15,ERNSH,7,1997-08-15,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,3,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Tarte au sucre,29,3,48 pies,17,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,3352.4,1997-08,1997
